類型代號,計價幣別,基金統編,基金名稱,基金規模(台幣),基金規模市場占有率,單位淨值(台幣),受益權單位數,自然人受益人數,法人受益人數,總受益人數,本年申購總金額(台幣),本年買回總金額(台幣),年分
AC23,AUD,26289695G,瑞銀亞洲高收益債券基金 (澳幣) A類型(累積),"4,176,247",0.00%,236.3553,"17,669.36",0,2,2,"5,348,579","1,215,590",2017.0
AC23,AUD,26289695H,瑞銀亞洲高收益債券基金 (澳幣) B類型(月配息),"13,575,225",0.00%,235.3127,"57,690.14",0,2,2,"14,633,591","1,177,698",2017.0
AG,TWD,48841045,瑞銀亞洲全方位不動產基金,"493,966,393",0.02%,8.8200,"56,009,743.71",0,17,17,"3,541,749","128,003,922",2017.0
AA2,TWD,48955264,瑞銀全球創新趨勢基金,"365,652,586",0.02%,7.3000,"50,095,002.10",12,15,27,"79,982,471","131,972,937",2017.0
瑞銀投信,,,,"3,902,110,641",0.17%,,"421,124,973.47",13,76,89,"1,448,760,124","1,614,146,613",2017.0
AB1,TWD,17147605,群益真善美基金,"1,156,075,063",0.05%,17.4277,"66,335,505.20","1,283",44,"1,327","33,409,533","324,608,449",2017.0
AB1,TWD,18037845,群益平衡王基金,"518,578,530",0.02%,19.7892,"26,205,115.90",316,24,340,"68,141,633","143,229,756",2017.0
AA1,TWD,19339782,群益創新科技基金,"2,832,749,747",0.12%,30.6700,"92,364,828.10","6,540",55,"6,595","717,563,613","1,968,753,214",2017.0
AA1,TWD,20081352,群益店頭市場基金,"2,799,754,797",0.12%,94.8500,"29,519,053.10","6,924",66,"6,990","2,094,903,163","2,748,527,198",2017.0
AE23,TWD,21723538,群益多重資產組合基金,"2,264,607,890",0.10%,15.5800,"145,363,083.80",777,51,828,"1,119,424,345","695,263,285",2017.0
AA2,TWD,25602535,群益東方盛世基金,"648,840,395",0.03%,9.6400,"67,298,317.30","1,455",36,"1,491","186,819,951","126,794,750",2017.0
AA2,TWD,25629892A,群益華夏盛世基金-新臺幣,"4,453,161,120",0.19%,16.6200,"267,916,062.20","5,248",70,"5,318","2,366,496,031","2,522,967,280",2017.0
AA2,USD,25629892B,群益華夏盛世基金-美元,"85,971,022",0.00%,310.9147,"276,509.63",12,18,30,"270,664,858","219,802,893",2017.0
AA2,CNY,25629892C,群益華夏盛世基金-人民幣,"139,294,741",0.01%,48.4987,"2,872,127.30",9,24,33,"136,717,431","104,023,631",2017.0
AA2,TWD,25629892D,群益華夏盛世基金N-新臺幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,25629892E,群益華夏盛世基金N-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,25629892F,群益華夏盛世基金N-人民幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,25675430A,群益印巴雙星基金-新臺幣,"1,029,038,973",0.04%,12.2200,"84,181,591.80","3,837",41,"3,878","445,476,162","707,204,594",2017.0
AA2,TWD,25675430B,群益印巴雙星基金N-新臺幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,25691699,群益亞太中小基金,"456,022,482",0.02%,13.7400,"33,197,044.60","1,588",27,"1,615","106,664,405","296,974,430",2017.0
AE22,TWD,26265027,群益多利策略組合基金,"929,557,661",0.04%,11.7500,"79,083,115.40",425,23,448,"16,948,824","406,064,082",2017.0
AA2,TWD,26285038A,群益東協成長基金-新臺幣,"1,495,721,489",0.06%,12.8800,"116,117,169.40","3,595",43,"3,638","725,405,933","1,039,319,936",2017.0
AA2,CNY,26285038B,群益東協成長基金-人民幣,"13,983,110",0.00%,66.5353,"210,161.50",0,8,8,"26,578,819","33,544,924",2017.0
AA2,USD,26285038C,群益東協成長基金-美元,"38,906,459",0.00%,401.7809,"96,835.09",1,11,12,"44,350,947","70,374,085",2017.0
AA2,TWD,26300586A,群益印度中小基金-新臺幣,"2,856,486,412",0.12%,17.4300,"163,880,332.20","4,476",56,"4,532","3,440,415,826","3,513,506,365",2017.0
AA2,USD,26300586B,群益印度中小基金-美元,"80,059,890",0.00%,464.9393,"172,194.83",6,17,23,"142,554,951","88,520,372",2017.0
AA2,CNY,26300586C,群益印度中小基金-人民幣,"35,192,735",0.00%,76.1997,"461,849.50",1,15,16,"53,738,806","38,975,675",2017.0
AA2,TWD,26300586D,群益印度中小基金N-新臺幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,26300586E,群益印度中小基金N-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,26300586F,群益印度中小基金N-人民幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,26385629A,群益大中華雙力優勢基金-新臺幣,"382,081,458",0.02%,10.0900,"37,871,898.10","1,037",21,"1,058","216,263,492","173,783,913",2017.0
AA2,USD,26385629B,群益大中華雙力優勢基金-美元,"18,199,546",0.00%,300.6888,"60,526.38",3,6,9,"26,224,320","19,132,705",2017.0
AA2,CNY,26385629C,群益大中華雙力優勢基金-人民幣,"8,395,184",0.00%,58.4744,"143,570.50",2,5,7,"11,645,830","4,951,478",2017.0
AB1,TWD,29243337,群益安家基金,"217,338,712",0.01%,23.6879,"9,175,106.20",432,19,451,"92,380,023","101,688,031",2017.0
AC21,TWD,31816633A,群益亞洲新興市場投資級債券基金 - A(累積型),"385,083,683",0.02%,9.9795,"38,587,492.80",294,16,310,"82,685,447","448,203,347",2017.0
AC21,TWD,31816633B,群益亞洲新興市場投資級債券基金 - B(月配型),"74,761,338",0.00%,7.8817,"9,485,393.20",179,15,194,"10,529,185","32,960,809",2017.0
AC21,TWD,31816633C,群益亞洲新興市場投資級債券基金 - NA(累積型),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC21,TWD,31816633D,群益亞洲新興市場投資級債券基金 - NB(月配型),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC21,TWD,31892569A,群益全球新興收益債券基金-A(累積型),"401,843,764",0.02%,10.4356,"38,506,985.00",376,21,397,"72,481,905","228,259,674",2017.0
AC21,TWD,31892569B,群益全球新興收益債券基金-B(月配型),"218,869,505",0.01%,7.8235,"27,975,878.10",293,21,314,"34,943,644","67,253,320",2017.0
AC21,TWD,31892569C,群益全球新興收益債券基金- NA(累積型),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC21,TWD,31892569D,群益全球新興收益債券基金- NB(月配型),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,38486685A,群益美國新創亮點基金-新臺幣,"200,389,700",0.01%,12.4700,"16,070,146.10",716,18,734,"129,028,754","370,633,920",2017.0
AA2,USD,38486685B,群益美國新創亮點基金-美元,"7,542,215",0.00%,398.3723,"18,932.64",2,9,11,"3,811,054","16,304,959",2017.0
AA2,TWD,38486685C,群益美國新創亮點基金N-新臺幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,38486685D,群益美國新創亮點基金N-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,38486708A,群益全球關鍵生技基金-新臺幣,"1,624,111,347",0.07%,13.4100,"121,127,995.50","2,686",39,"2,725","1,101,024,373","981,311,666",2017.0
AA2,USD,38486708B,群益全球關鍵生技基金-美元,"110,461,280",0.00%,419.2928,"263,447.15",8,23,31,"103,954,969","139,234,699",2017.0
AA2,TWD,38486708C,群益全球關鍵生技基金N-新台幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,38486708D,群益全球關鍵生技基金N-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,38524463A,群益中國新機會基金-新臺幣,"7,597,394,376",0.33%,9.4300,"805,730,942.00","5,049",61,"5,110","2,696,639,322","2,739,901,456",2017.0
AA2,USD,38524463B,群益中國新機會基金-美元,"1,693,078,326",0.07%,304.8346,"5,554,111.92",38,44,82,"964,126,895","1,289,537,580",2017.0
AA2,CNY,38524463C,群益中國新機會基金-人民幣,"68,162,088",0.00%,40.0234,"1,703,054.80",4,23,27,"96,949,732","95,738,381",2017.0
AA2,TWD,38524463D,群益中國新機會基金N-新臺幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,38524463E,群益中國新機會基金N-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,38524463F,群益中國新機會基金N-人民幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,38531773A,群益工業國入息基金A(累積型-新台幣),"543,577,780",0.02%,11.4300,"47,561,587.40",223,15,238,"198,364,832","236,823,226",2017.0
AA2,TWD,38531773B,群益工業國入息基金B(月配型-新台幣),"36,198,587",0.00%,9.9200,"3,647,358.10",79,13,92,"11,071,012","50,531,004",2017.0
AA2,USD,38531773C,群益工業國入息基金A(累積型-美元),"7,172,267",0.00%,375.2819,"19,111.74",4,6,10,"5,723,388","30,631,686",2017.0
AA2,USD,38531773D,群益工業國入息基金B(月配型-美元),"6,544,433",0.00%,325.1044,"20,130.17",2,8,10,"3,626,462","12,950,890",2017.0
AA2,CNY,38531773E,群益工業國入息基金B(月配型-人民幣),"174,857",0.00%,53.6932,"3,256.60",0,2,2,"578,140","732,297",2017.0
AA2,CNY,38531773F,群益工業國入息基金A(累積型-人民幣),"17,591,363",0.00%,56.5660,"310,989.50",1,5,6,"4,890,939","8,706,030",2017.0
AA2,TWD,38531773G,群益工業國入息基金NA(累積型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,38531773H,群益工業國入息基金NB(月配型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,38531773I,群益工業國入息基金NA(累積型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,38531773J,群益工業國入息基金NB(月配型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,38531773K,群益工業國入息基金NA(累積型-人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,38531773L,群益工業國入息基金NB(月配型-人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AD2,TWD,38621438A,群益人民幣貨幣市場基金-新臺幣,"588,166,535",0.03%,9.9817,"58,924,504.90",124,20,144,"165,844,061","126,543,611",2017.0
AD2,CNY,38621438B,群益人民幣貨幣市場基金-人民幣,"96,311,576",0.00%,50.1997,"1,918,573.75",9,13,22,"30,106,979","55,227,007",2017.0
AC23,TWD,38621459A,群益中國高收益債券基金-新臺幣,"1,103,401,088",0.05%,10.3827,"106,272,623.60",144,23,167,"225,831,812","291,965,518",2017.0
AC23,USD,38621459B,群益中國高收益債券基金-美元,"123,222,528",0.01%,327.8952,"375,798.89",2,7,9,"125,833,473","83,892,925",2017.0
AC23,CNY,38621459C,群益中國高收益債券基金-人民幣,"72,583,998",0.00%,52.3050,"1,387,711.42",2,13,15,"50,778,119","129,608,520",2017.0
AC23,TWD,38621459D,群益中國高收益債券基金N-新台幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC23,USD,38621459E,群益中國高收益債券基金N-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC23,CNY,38621459F,群益中國高收益債券基金N-人民幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AE23,TWD,38648529A,群益環球金綻雙喜A(累積型-新台幣),"659,534,719",0.03%,10.3400,"63,780,209.50",320,22,342,"98,223,348","291,791,447",2017.0
AE23,TWD,38648529B,群益環球金綻雙喜B(月配型-新台幣),"262,891,274",0.01%,8.6900,"30,248,269.70",250,18,268,"53,199,831","77,552,119",2017.0
AE23,USD,38648529C,群益環球金綻雙喜A(累積型-美元),"53,731,371",0.00%,339.4494,"158,289.66",10,4,14,"24,961,078","42,329,446",2017.0
AE23,USD,38648529D,群益環球金綻雙喜B(月配型-美元),"38,761,957",0.00%,285.2364,"135,893.77",1,11,12,"17,533,348","30,944,293",2017.0
AE23,AUD,38648529E,群益環球金綻雙喜A(累積型-澳幣),"12,383,783",0.00%,260.9682,"47,453.41",1,5,6,"4,545,183","36,138,672",2017.0
AE23,AUD,38648529F,群益環球金綻雙喜B(月配型-澳幣),"10,761,336",0.00%,212.9574,"50,533.07",2,9,11,"2,144,540","14,546,793",2017.0
AE23,ZAR,38648529G,群益環球金綻雙喜A(累積型-南非幣),"11,036,972",0.00%,27.4816,"401,612.20",2,6,8,"2,485,768","13,020,904",2017.0
AE23,ZAR,38648529H,群益環球金綻雙喜B(月配型-南非幣),"17,007,230",0.00%,21.2667,"799,709.70",1,8,9,"4,741,628","7,926,529",2017.0
AE23,TWD,38648529I,群益環球金綻雙喜NA(累積型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AE23,TWD,38648529J,群益環球金綻雙喜NB(月配型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AE23,USD,38648529K,群益環球金綻雙喜NA(累積型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AE23,USD,38648529L,群益環球金綻雙喜NB(月配型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AB2,TWD,42301416A,群益中國金采平衡基金A(累積型－新台幣),"1,182,135,009",0.05%,9.0618,"130,451,985.10","1,117",25,"1,142","23,148,023","795,809,829",2017.0
AB2,TWD,42301416B,群益中國金采平衡基金B(月配型－新台幣),"313,446,254",0.01%,8.2002,"38,224,218.10",175,17,192,"12,098,617","206,552,818",2017.0
AB2,USD,42301416C,群益中國金采平衡基金A(累積型－美元),"129,688,928",0.01%,297.9756,"435,233.61",12,9,21,"18,682,130","108,796,910",2017.0
AB2,USD,42301416D,群益中國金采平衡基金B(月配型－美元),"77,617,817",0.00%,269.6200,"287,877.86",0,11,11,"6,182,838","71,272,502",2017.0
AB2,CNY,42301416E,群益中國金采平衡基金A(累積型－人民幣),"52,022,284",0.00%,46.6534,"1,115,079.14",10,8,18,"164,963","37,727,048",2017.0
AB2,CNY,42301416F,群益中國金采平衡基金B(月配型－人民幣),"26,226,741",0.00%,42.2143,"621,278.63",1,12,13,"2,947,501","27,194,015",2017.0
AH2,TWD,42323777,群益深証中小板基金,"3,974,399,372",0.17%,15.8800,"250,200,000.00","9,121",118,"9,239","1,668,308,728","3,268,668,083",2017.0
AA2,TWD,42369604A,群益大印度基金-新臺幣,"446,459,679",0.02%,12.9000,"34,607,636.00","1,278",24,"1,302","328,256,017","566,393,602",2017.0
AA2,USD,42369604B,群益大印度基金-美元,"21,307,880",0.00%,419.5823,"50,783.65",0,13,13,"45,307,310","70,351,632",2017.0
AA2,CNY,42369604C,群益大印度基金-人民幣,"13,276,084",0.00%,64.8489,"204,722.80",0,16,16,"18,113,075","14,451,263",2017.0
AA2,TWD,42369604D,群益大印度基金N-新臺幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,42369604E,群益大印度基金N-美元,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,42369604F,群益大印度基金N-人民幣,0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AG,TWD,42385061A,群益全球地產入息基金A(累積型-新台幣),"841,136,989",0.04%,9.7000,"86,710,003.20",186,16,202,"16,889,170","1,027,698,240",2017.0
AG,TWD,42385061B,群益全球地產入息基金B(月配型-新台幣),"360,945,934",0.02%,8.9900,"40,129,111.60",98,10,108,"14,881,225","300,502,810",2017.0
AG,USD,42385061C,群益全球地產入息基金A(累積型-美元),"23,873,163",0.00%,315.6098,"75,641.69",2,5,7,"17,764,823","191,865,974",2017.0
AG,USD,42385061D,群益全球地產入息基金B(月配型-美元),"28,008,912",0.00%,292.6537,"95,706.32",1,6,7,"1,983,060","121,200,181",2017.0
AG,CNY,42385061E,群益全球地產入息基金A(累積型-人民幣),"9,412,090",0.00%,48.0614,"195,834.60",0,3,3,"798,033","76,342,340",2017.0
AG,CNY,42385061F,群益全球地產入息基金B(月配型-人民幣),"14,700,380",0.00%,44.5646,"329,865.80",1,4,5,"3,103,938","58,926,398",2017.0
AG,TWD,42385061G,群益全球地產入息基金NA(累積型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AG,TWD,42385061H,群益全球地產入息基金NB(月配型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AG,USD,42385061I,群益全球地產入息基金NA(累積型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AG,USD,42385061J,群益全球地產入息基金NB(月配型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AG,CNY,42385061K,群益全球地產入息基金NA(累積型-人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AG,CNY,42385061L,群益全球地產入息基金NB(月配型-人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AB2,TWD,42440058A,群益金選報酬平衡基金A(累積型-新台幣),"503,484,881",0.02%,10.1527,"49,591,138.00",327,17,344,"21,813,045","946,072,353",2017.0
AB2,TWD,42440058B,群益金選報酬平衡基金B(月配型-新台幣),"273,990,831",0.01%,9.3140,"29,417,240.60",158,10,168,"45,535,742","329,406,048",2017.0
AB2,USD,42440058C,群益金選報酬平衡基金A(累積型-美元),"33,868,756",0.00%,320.7914,"105,579.02",5,8,13,"526,847","283,612,503",2017.0
AB2,USD,42440058D,群益金選報酬平衡基金B(月配型-美元),"56,321,877",0.00%,294.3640,"191,334.11",6,8,14,"9,207,578","172,694,745",2017.0
AB2,CNY,42440058E,群益金選報酬平衡基金A(累積型-人民幣),"46,767,942",0.00%,51.1768,"913,855.09",0,5,5,"37,128,583","44,501,339",2017.0
AB2,CNY,42440058F,群益金選報酬平衡基金B(月配型-人民幣),"25,818,839",0.00%,46.9432,"549,999.29",0,3,3,"1,081,794","39,080,601",2017.0
AB2,TWD,42440058G,群益金選報酬平衡基金NA(累積型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AB2,TWD,42440058H,群益金選報酬平衡基金NB(月配型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AB2,USD,42440058I,群益金選報酬平衡基金NA(累積型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AB2,USD,42440058J,群益金選報酬平衡基金NB(月配型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AB2,CNY,42440058K,群益金選報酬平衡基金NA(累積型-人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AB2,CNY,42440058L,群益金選報酬平衡基金NB(月配型-人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AH2,TWD,42465424,群益那斯達克生技基金,"1,103,955,000",0.05%,21.2500,"51,948,000.00","1,067",34,"1,101","1,730,100,143","672,263,607",2017.0
AH1,TWD,42481260,群益臺灣加權單日反向1倍基金,"328,939,147",0.01%,8.8200,"37,276,000.00",531,33,564,"891,611,538","521,050,738",2017.0
AH1,TWD,42481276,群益臺灣加權單日正向2倍基金,"151,291,198",0.01%,12.4600,"12,139,000.00",59,16,75,"301,525,389","187,436,625",2017.0
AA2,TWD,42519414A,群益全球特別股收益基金A(累積型-新台幣),"1,803,418,067",0.08%,9.8400,"183,270,325.00",772,35,807,"2,499,811,598","663,224,237",2017.0
AA2,TWD,42519414B,群益全球特別股收益基金B(月配型-新台幣),"1,992,196,718",0.09%,9.6200,"207,026,071.80",437,29,466,"2,171,451,046","124,499,132",2017.0
AA2,USD,42519414C,群益全球特別股收益基金A(累積型-美元),"766,606,792",0.03%,298.6770,"2,566,663.50",55,20,75,"1,157,745,742","373,143,046",2017.0
AA2,USD,42519414D,群益全球特別股收益基金B(月配型-美元),"1,566,231,922",0.07%,292.0567,"5,362,747.45",19,26,45,"2,841,000,122","1,210,087,386",2017.0
AA2,CNY,42519414E,群益全球特別股收益基金A(累積型-人民幣),"233,326,794",0.01%,46.2111,"5,049,132.63",14,17,31,"377,277,623","152,906,807",2017.0
AA2,CNY,42519414F,群益全球特別股收益基金B(月配型-人民幣),"242,172,671",0.01%,44.9831,"5,383,619.14",2,18,20,"281,027,032","39,048,557",2017.0
AA2,TWD,42519414G,群益全球特別股收益基金NA(累積型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,TWD,42519414H,群益全球特別股收益基金NB(月配型-新台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,42519414I,群益全球特別股收益基金NA(累積型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,42519414J,群益全球特別股收益基金NB(月配型-美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,42519414K,群益全球特別股收益基金NA(累積型-人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,42519414L,群益全球特別股收益基金NB(月配型-人民幣),"1,870,400",0.00%,45.6287,"40,991.56",0,2,2,"1,872,103",0,2017.0
AH2,TWD,42543131,群益道瓊美國地產ETF基金,"91,356,603",0.00%,20.0000,"4,567,000.00",426,12,438,"211,340,000","122,836,152",2017.0
AH2,TWD,42553637,群益15年期以上電信業公司債ETF基金,"367,002,395",0.02%,39.7232,"9,239,000.00",336,8,344,"369,560,000",0,2017.0
AH2,TWD,42553643,群益15年期以上科技業公司債ETF基金,"261,730,953",0.01%,39.7586,"6,583,000.00",131,12,143,"263,320,000",0,2017.0
AH2,TWD,42553664,群益10年期以上金融債ETF基金,"307,015,542",0.01%,39.4875,"7,775,000.00",191,15,206,"311,000,000",0,2017.0
AA1,TWD,48675778,群益奧斯卡基金,"383,441,594",0.02%,27.3600,"14,015,576.90","1,021",35,"1,056","174,635,982","234,368,476",2017.0
AE22,TWD,48720160,群益多重收益組合基金,"980,349,649",0.04%,13.8100,"70,992,572.60",275,37,312,"64,683,169","261,771,863",2017.0
AA1,TWD,48749899,群益葛萊美基金,"1,108,988,714",0.05%,23.3900,"47,405,601.00","2,573",43,"2,616","767,983,233","1,098,002,068",2017.0
AB2,TWD,48787295,群益亞太新趨勢平衡基金,"705,235,261",0.03%,17.4900,"40,317,280.20","1,135",41,"1,176","133,581,934","322,253,965",2017.0
AA2,TWD,48852561A,群益新興金鑽基金-新臺幣,"1,743,834,605",0.08%,9.9400,"175,484,562.80","4,041",57,"4,098","909,613,180","1,232,769,238",2017.0
AA2,USD,48852561B,群益新興金鑽基金-美元,"1,625,138",0.00%,401.3093,"4,049.60",2,1,3,"2,696,721","1,150,299",2017.0
AG,TWD,48898594A,群益全球不動產平衡基金-A(累積型),"331,588,676",0.01%,8.2600,"40,130,180.20",536,28,564,"67,759,163","214,882,108",2017.0
AG,TWD,48898594B,群益全球不動產平衡基金-B(季配型),"97,721,644",0.00%,6.0600,"16,133,296.20",244,18,262,"4,147,320","14,733,304",2017.0
AA1,TWD,81591434,群益長安基金,"559,598,638",0.02%,28.8600,"19,392,788.30","1,376",44,"1,420","225,419,271","218,174,141",2017.0
AA1,TWD,92028997,群益中小型股基金,"1,941,000,597",0.08%,44.6600,"43,457,884.80","3,972",59,"4,031","743,530,653","1,190,109,481",2017.0
AD1,TWD,97978525,群益安穩貨幣市場基金,"62,409,115,171",2.69%,16.0402,"3,890,788,946.00","1,669",310,"1,979","141,129,149,105","141,214,303,484",2017.0
AA1,TWD,97984293,群益馬拉松基金,"7,383,719,655",0.32%,115.8100,"63,758,482.00","11,188",69,"11,257","2,239,737,423","3,964,496,774",2017.0
群益投信,,,,"133,821,012,878",5.77%,,"8,228,501,890.21","93,359","2,545","95,904","180,834,950,647","186,091,846,496",2017.0
AD1,TWD,14290085,德信萬保貨幣市場基金,"3,042,518,260",0.13%,11.9022,"255,627,323.39",101,36,137,"5,831,837,249","5,752,385,695",2017.0
AA1,TWD,18033138,德信數位時代基金,"435,412,977",0.02%,29.7900,"14,615,005.78",649,30,679,"405,822,211","471,174,215",2017.0
AA2,TWD,25689835,德信中國精選成長基金,"381,434,633",0.02%,12.4700,"30,592,737.64",113,14,127,"712,933,681","715,961,182",2017.0
AA1,TWD,26288534,德信台灣主流中小基金,"185,995,121",0.01%,18.4800,"10,065,606.73","1,005",16,"1,021","180,017,789","182,747,161",2017.0
AE21,TWD,31896050,德信新興股票組合基金,"125,419,425",0.01%,11.6700,"10,749,889.18",6,5,11,"148,483,046","148,742,623",2017.0
AA1,TWD,97972846,德信大發基金,"701,210,196",0.03%,30.4500,"23,031,982.53",519,29,548,"950,277,647","915,731,187",2017.0
AC21,TWD,99636428,德信萬瑞基金,"104,293,358",0.00%,10.8127,"9,645,422.12",4,6,10,"52,005,686","91,630,639",2017.0
德信投信,,,,"4,976,283,970",0.21%,,"354,327,967.37","2,397",136,"2,533","8,281,377,309","8,278,372,702",2017.0
AC21,TWD,31936709A,聯博新興市場企業債券基金-A2類型,"190,781,457",0.01%,10.8213,"17,630,102.40",6,20,26,"228,574,864","196,915,765",2017.0
AC21,TWD,31936709B,聯博新興市場企業債券基金-AA類型,"1,555,288,415",0.07%,8.1378,"191,119,993.07",4,36,40,"219,419,443","523,074,085",2017.0
AC21,USD,31936709C,聯博新興市場企業債券基金-A2類型(美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC21,USD,31936709D,聯博新興市場企業債券基金-AA類型(美元),"184,613,641",0.01%,440.7863,"418,828.68",0,2,2,"367,986,874","428,938,696",2017.0
AE22,TWD,38522107A,聯博收益傘型基金之聯博債券收益組合基金-A2類型(新台幣),"529,671,133",0.02%,11.0000,"48,130,051.70",3,17,20,"221,078,759","206,796,133",2017.0
AE22,TWD,38522107B,聯博收益傘型基金之聯博債券收益組合基金-AA類型(新台幣),"935,195,561",0.04%,8.6700,"107,852,680.34",2,25,27,"216,981,600","288,717,974",2017.0
AE22,CNY,38522107C,聯博收益傘型基金之聯博債券收益組合基金-AA類型(人民幣),"228,666,860",0.01%,64.6420,"3,538,546.10",0,12,12,"164,734,522","66,844,194",2017.0
AE22,USD,38522107D,聯博收益傘型基金之聯博債券收益組合基金-AA類型(美元),"77,716,193",0.00%,416.0811,"186,806.89",0,7,7,"85,911,180","22,357,051",2017.0
AE22,CNY,38522107E,聯博收益傘型基金之聯博債券收益組合基金-A2類型(人民幣),"36,278,322",0.00%,84.5706,"428,999.51",0,6,6,"31,803,724","11,457,494",2017.0
AE22,AUD,38522107F,聯博收益傘型基金之聯博債券收益組合基金-AA類型(澳幣),"35,136,422",0.00%,325.0173,"108,126.05",0,3,3,"38,622,801","8,304,043",2017.0
AE22,ZAR,38522107G,聯博收益傘型基金之聯博債券收益組合基金-AA類型(南非幣),"1,927,094",0.00%,35.8478,"53,769.17",0,2,2,"1,129,022","282,604",2017.0
AE22,USD,38522107H,聯博收益傘型基金之聯博債券收益組合基金-A2類型(美元),"4,451,471",0.00%,520.5491,"8,551.36",0,3,3,"2,515,853","423,754",2017.0
AE23,TWD,38522113A,聯博收益傘型基金之聯博多元資產收益組合基金-A2類型(新台幣),"3,579,453,033",0.15%,12.7300,"281,139,173.34",8,38,46,"1,393,096,058","1,472,303,130",2017.0
AE23,TWD,38522113B,聯博收益傘型基金之聯博多元資產收益組合基金-AD類型(新台幣),"5,026,874,082",0.22%,10.4000,"483,422,783.69",2,42,44,"3,986,769,043","3,109,192,227",2017.0
AE23,CNY,38522113C,聯博收益傘型基金之聯博多元資產收益組合基金-A2類型(人民幣),"452,127,267",0.02%,93.3666,"4,843,094.82",0,25,25,"712,248,645","440,391,855",2017.0
AE23,CNY,38522113D,聯博收益傘型基金之聯博多元資產收益組合基金-AD類型(人民幣),"3,148,552,797",0.14%,73.4380,"42,861,896.34",0,37,37,"3,300,840,565","2,048,818,285",2017.0
